date,fin_balance,loan_balance,fin_buy,guarantee
2026-01-26,27079.82607505,174.27963218,3103.6287647,291.7617
2026-01-27,27058.63097101,174.96888232,2784.96861068,292.8263
2026-01-28,27252.17258843,173.93017594,2955.33921458,292.2048
2026-01-29,27221.86609951,171.40781147,3122.75446977,291.1291
2026-01-30,26986.4210084,166.08620917,2669.78730912,289.377
2026-02-02,26926.64497337,164.19140795,2418.66450068,281.8213
2026-02-03,26898.27369304,167.12487049,2443.35597777,288.4863
2026-02-04,26758.85192503,169.83177144,2242.60558813,289.3333
2026-02-05,26640.5363964,167.9157929,1983.76692335,286.1896
2026-02-06,26470.32185388,166.36721112,1902.71141391,286.0098
2026-02-09,26475.54276122,168.40583653,2159.46582662,291.5748
2026-02-10,26437.25945137,167.4243821,1920.10576274,291.6578
2026-02-11,26278.07665393,166.1943076,1800.10177182,291.6613
2026-02-12,26293.20094149,162.73458169,2156.94965435,293.0648
2026-02-13,25723.61330282,157.54495229,1791.67503108,290.443
2026-02-24,26062.47888065,164.97487244,2270.06184191,293.2778
2026-02-25,26298.84411112,167.2902232,2465.84378011,295.7071
2026-02-26,26499.52501791,170.73678634,2561.61613162,296.3894
2026-02-27,26518.39712602,173.39991387,2428.88917392,297.82
2026-03-02,26562.7577427,177.28771245,2796.42644732,296.1581
2026-03-03,26337.74107434,175.25469613,2820.56898001,286.4079
2026-03-04,26254.78464528,171.87907276,2114.27154723,285.3369
2026-03-05,26338.18701545,179.82523583,2281.85669612,287.7935
2026-03-06,26276.56029257,178.90651089,2018.31905031,290.2359
2026-03-09,26275.05670263,181.1804801,2390.36214799,289.1791
2026-03-10,26372.77415902,180.54658168,2341.5351509,292.8658
2026-03-11,26426.73254515,185.57952815,2431.95562264,293.1464
2026-03-12,26459.29042052,187.18264491,2325.71168221,291.6684
2026-03-13,26332.4249563,184.57025299,2185.41149087,288.4272
2026-03-16,26429.81166176,183.85403337,2232.92896127,288.7793
2026-03-17,26339.73371274,180.48781679,1993.48029262,284.1768
2026-03-18,26365.14285912,180.45106346,1925.79203913,286.7802
2026-03-19,26322.2769413,178.83627775,1918.69202167,281.5608
2026-03-20,26148.19006325,174.57195291,2074.81286858,277.9925
2026-03-23,26033.07936533,166.94805686,2101.86468038,268.267
2026-03-24,25964.0936507,171.68938117,1802.67308793,274.7397
2026-03-25,25995.68364269,178.67338131,2062.40361161,279.4318
2026-03-26,25987.31017051,177.99400492,1761.6025935,275.5373
2026-03-27,25907.83074851,180.38121134,1658.77148413,278.075
2026-03-30,25985.82189271,183.0688732,1733.44504666,278.6606
2026-03-31,25904.44664965,181.8651495,1791.18783028,274.4245
2026-04-01,25911.96089526,185.7887123,1884.73728342,279.2264
2026-04-02,25801.98718761,184.7115831,1630.04679951,275.2793
2026-04-03,25627.13097915,180.84973698,1503.0418367,272.6222
2026-04-07,25665.79024528,183.81565527,1491.88911626,275.1298
2026-04-08,25828.41523584,186.87664501,2421.91472283,285.8632
2026-04-09,25901.93793769,185.11096463,2040.39407054,284.1496
2026-04-10,25954.95502135,189.0192756,2347.77776142,286.265
2026-04-13,26115.90536161,191.37375813,2111.78609941,287.2197
2026-04-14,26278.72634876,197.43187362,2467.4207846,289.9935
2026-04-15,26380.60722337,195.98901997,2462.80735192,287.924
2026-04-16,26488.97995459,198.20759762,2371.93275412,291.4564
2026-04-17,26511.854521,198.2869726,2478.0812,292.5845
2026-04-20,26803.34221901,199.09514826,2701.31598963,293.3212
2026-04-21,26867.8962543,198.61632424,2348.5353385,292.3827
2026-04-22,27004.30301496,202.39505409,2635.01194293,294.7703
2026-04-23,27042.02146277,200.51003967,2830.47969357,291.2151
2026-04-24,26929.62765693,198.0125685,2589.49407034,289.9444
2026-04-27,27085.4382053,199.63601276,2616.73138344,291.1158
2026-04-28,27086.63695733,197.48500906,2479.9967707,288.4397
2026-04-29,27124.55318432,198.16500034,2630.61725737,292.2911
2026-04-30,26955.46748141,196.3477177,2688.07046318,293.2474
2026-05-06,27367.35482032,199.73931453,3503.00544534,298.0982
2026-05-07,27663.35929098,200.98607029,3344.28100428,300.9461
2026-05-08,27823.12773215,201.85189736,3076.37981793,299.6217
2026-05-11,28130.25119017,208.27289707,3748.79049289,302.5644
2026-05-12,28298.51244707,208.85520973,3278.83494935,300.4699
2026-05-13,28528.38829865,210.97220992,3396.03124226,303.5083
2026-05-14,28619.90990051,207.52696196,3459.31488043,296.7283
2026-05-15,28561.59668158,202.87771009,3308.76945494,293.14
2026-05-18,28718.79189866,204.79513201,2849.72359261,293.7492
2026-05-19,28770.64739354,208.57166597,2814.22670022,295.7363
2026-05-20,28835.94201909,213.26849075,2931.30361874,295.4852
2026-05-21,28752.54303919,209.36380651,3470.94441642,288.021
2026-05-22,28781.92783008,209.37179668,2916.04890877,293.1741
2026-05-25,29035.10169873,216.78599783,3506.11877764,296.2336
2026-05-26,29108.21915743,217.85438009,3319.8300567,294.3536
2026-05-27,29149.0285168,217.38008335,3280.81047865,289.681
2026-05-28,29206.31252614,218.04276979,2991.55732357,291.607
2026-05-29,28909.35547659,214.54997037,3117.96907291,285.7741
2026-06-01,28833.82909005,209.14367516,2630.78028651,283.5083
2026-06-02,28847.03980237,208.91344652,2636.53045452,285.6657
2026-06-03,28932.06976315,211.68764902,3185.91824124,287.2974
2026-06-04,28996.91973979,209.92640073,2778.53087425,286.9791
2026-06-05,28857.02315956,209.82961245,2980.11431513,283.8634
2026-06-08,28623.37631623,204.62884515,2502.06424697,277.1787
2026-06-09,28661.68354854,211.01402067,2539.21530503,283.6242
2026-06-10,28579.66561485,211.40758566,2400.83034863,280.7541
2026-06-11,28526.92719444,209.23961528,2369.39194277,279.4259
2026-06-12,28523.03785755,211.68189928,2914.03885887,281.2968
2026-06-15,28763.53316242,215.73479813,2996.40036934,289.829
2026-06-16,29028.71157525,219.77249446,3197.7876071,291.7617
2026-06-17,29309.3930029,219.28513127,3314.8978551,293.4247
2026-06-18,29437.72231836,216.908536,3574.52413317,293.7817
2026-06-22,29728.253952,221.86121019,3995.91678145,297.98
2026-06-23,29789.59926991,219.82888364,3537.87463592,291.7493
2026-06-24,29926.42644093,224.82734822,3378.40396992,294.143
2026-06-25,30101.6090274,228.02867968,3889.14644522,297.0833
2026-06-26,29895.01807463,224.29563896,3550.42003304,289.1797
2026-06-29,29808.63688968,227.85700379,3368.12341771,291.2719
2026-06-30,29970.51017258,233.13573635,3355.2939798,296.4359
2026-07-01,30069.79879205,234.9419435,3928.49086897,296.2439
2026-07-02,30004.48636567,224.49858627,3243.87724629,287.8267
2026-07-03,29807.12932254,226.23447703,2968.97316081,288.8938
2026-07-06,29701.40612025,224.66494175,2816.76465622,286.4217
2026-07-07,29570.22709754,219.85764192,2289.76847675,281.9944
2026-07-08,29381.00394405,215.51894694,2277.29413437,278.344
2026-07-09,29341.48515608,220.39213029,2792.23385994,286.0043
2026-07-10,29227.86873824,219.78846301,3212.01334727,282.1321
2026-07-13,28891.14272134,210.72012975,2327.41702092,273.1762
2026-07-14,28780.97668002,213.22721762,2412.84214077,278.8728
2026-07-15,28663.32691217,211.50598433,2336.54440557,276.4357
2026-07-16,28376.22775587,204.64201947,2080.12064805,272.6506
2026-07-17,27575.44154296,194.32369367,2063.4036748,261.6022
2026-07-20,26977.54345309,198.00177511,2147.69058746,262.4282
2026-07-21,26978.52606795,204.14174049,2675.86624019,272.2797
2026-07-22,26985.96780509,211.62092416,2468.61374134,270.0012
2026-07-23,26888.31553022,214.63260194,1908.49979845,271.2285
2026-07-24,26665.73447092,213.45825097,1635.89385401,265.3928
2026-07-27,26766.47788583,219.02958008,1844.97866633,272.5959
2026-07-28,26468.71473317,222.19464251,1695.2582827,265.9414
2026-07-29,26212.79475642,221.67060246,1907.70654758,269.0304
2026-07-30,25844.79733104,220.17487965,1934.81650237,264.4933
2026-07-31,25890.81732587,222.21831933,2440.94901988,269.5019
2026-08-03,25803.46293375,221.82877647,1660.98012527,268.8839
2026-08-04,25923.04486523,229.19158257,2109.85056633,273.7933
2026-08-05,26045.27335168,239.42114751,2604.65292738,279.6832
2026-08-06,26155.56874854,243.04470401,2368.38898165,280.0263
2026-08-07,26225.33361208,250.09862228,2557.77250324,283.1333
